*TIPO CURSO;IES;*IES_ID;CAMPUS;*CAMPUS_ID;*NOME DO CURSO;*TURNO;*QTDE DE MENSALIDADE DO CURSO;MENSALIDADE;*VALOR DO CURSO;*ID_CLASSIFICAÇÃO;CLASSIFICAÇÃO;*ID_ENFASE;ENFASE;*DESCRIÇÃO CURTA;*Ativo;*ID AREA DE CONHECIMENTO;ID PRODUTO PRVALER;ID_CURSO_IES;MATRICULA;"";"erro";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;MATEMÁTICA - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;420,67;7572,06;139;MATEMÁTICA - SEGUNDA LICENCIATURA;290;MATEMÁTICA;GRA-MAT-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;PEDAGOGIA;EAD - Ensino à Distância;48;420,67;20192,16;163;PEDAGOGIA;326;PEDAGOGIA;GRA-PED-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;FORMACÃO PEDAGÓGICA - PEDAGOGIA;EAD - Ensino à Distância;18;420,67;7572,06;163;FORMACÃO PEDAGÓGICA - PEDAGOGIA;326;PEDAGOGIA;GRA-FOR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;PEDAGOGIA - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;420,67;7572,06;163;PEDAGOGIA - SEGUNDA LICENCIATURA;326;PEDAGOGIA;GRA-PED-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;PROCESSOS ESCOLARES;EAD - Ensino à Distância;24;412,34;9896,16;417;PROCESSOS ESCOLARES;745;GESTÃO DE PROCESSOS;GRA-PRO-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;SOCIOLOGIA - LICENCIATURA;EAD - Ensino à Distância;48;412,34;19792,32;207;SOCIOLOGIA - LICENCIATURA;407;SERVIÇO SOCIAL;GRA-SOC-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;TECNOLOGIAS EDUCACIONAIS;EAD - Ensino à Distância;24;412,34;9896,16;59;TECNOLOGIAS EDUCACIONAIS;91;EDUCAÇÃO ORGANIZACIONAL;GRA-TEC-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;TEOLOGIA - BACHARELADO;EAD - Ensino à Distância;36;420,67;15144,12;234;TEOLOGIA - BACHARELADO;482;TEOLOGIA;GRA-TEO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;TURISMO - LICENCIATURA;EAD - Ensino à Distância;48;420,67;20192,16;238;TURISMO - LICENCIATURA;486;TURISMO;GRA-TUR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO AMBIENTAL;EAD - Ensino à Distância;24;412,34;9896,16;82;GESTÃO AMBIENTAL;153;GESTÃO AMBIENTAL;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;SEGURANÇA NO TRABALHO;EAD - Ensino à Distância;36;412,34;14844,24;204;SEGURANÇA NO TRABALHO;402;SEGURANÇA DO TRABALHO;GRA-SEG-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;ADMINISTRAÇÃO;EAD - Ensino à Distância;48;478,34;22960,32;1;ADMINISTRAÇÃO;1;ADMINISTRAÇÃO DE EMPRESAS;GRA-ADM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;CIÊNCIAS CONTÁBEIS;EAD - Ensino à Distância;48;478,34;22960,32;44;CIÊNCIAS CONTÁBEIS;38;CIÊNCIAS CONTÁBEIS;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;CIÊNCIAS ECONÔMICAS;EAD - Ensino à Distância;48;478,34;22960,32;53;CIÊNCIAS ECONÔMICAS;82;ECONOMIA;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO COMERCIAL;EAD - Ensino à Distância;24;412,34;9896,16;84;GESTÃO COMERCIAL;155;GESTÃO COMERCIAL;GRA-GES-POL-EAD;1;8;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO DA QUALIDADE;EAD - Ensino à Distância;24;412,34;9896,16;99;GESTÃO DA QUALIDADE;182;GESTÃO DE QUALIDADE;GRA-GES-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO DE RECURSOS HUMANOS;EAD - Ensino à Distância;24;412,34;9896,16;195;GESTÃO DE RECURSOS HUMANOS;389;RECURSOS HUMANOS;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO FINANCEIRA;EAD - Ensino à Distância;24;412,34;9896,16;364;GESTÃO FINANCEIRA;699;GESTÃO FINANCEIRA, AUDITORIA E CONTROLADORIA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;LOGÍSTICA;EAD - Ensino à Distância;24;412,34;9896,16;135;LOGÍSTICA;275;LOGÍSTICA;GRA-LOG-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;MARKETING;EAD - Ensino à Distância;24;412,34;9896,16;35;MARKETING;497;COMUNICAÇÃO DIGITAL;GRA-MAR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;NEGÓCIOS IMOBILIÁRIOS;EAD - Ensino à Distância;24;330;7920;151;NEGÓCIOS IMOBILIÁRIOS;314;NEGÓCIOS IMOBILIÁRIOS;GRA-NEG-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;PROCESSOS GERENCIAIS;EAD - Ensino à Distância;24;412,34;9896,16;171;PROCESSOS GERENCIAIS;344;PROCESSOS GERENCIAIS;GRA-PRO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;SECRETARIADO EXECUTIVO;EAD - Ensino à Distância;42;478,34;20090,28;203;SECRETARIADO EXECUTIVO;399;SECRETARIADO;GRA-SEC-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO HOSPITALAR;EAD - Ensino à Distância;36;412,34;14844,24;118;GESTÃO HOSPITALAR;216;GESTÃO HOSPITALAR;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;SERVIÇO SOCIAL;EAD - Ensino à Distância;48;483,17;23192,16;207;SERVIÇO SOCIAL;407;SERVIÇO SOCIAL;GRA-SER-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EAD - Ensino à Distância;30;412,34;12370,2;320;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;657;ANÁLISE DE SISTEMAS ORIENTADOS A OBJETOS;GRA-ANÁ-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;BANCO DE DADOS;EAD - Ensino à Distância;30;412,34;12370,2;18;BANCO DE DADOS;20;BANCO DE DADOS;GRA-BAN-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;CIÊNCIAS DA COMPUTAÇÃO;EAD - Ensino à Distância;48;610,34;29296,32;29;CIÊNCIAS DA COMPUTAÇÃO;40;CIÊNCIAS EXATAS;GRA-CIÊ-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;DEFESA CIBERNÉTICA;EAD - Ensino à Distância;30;412,34;12370,2;205;DEFESA CIBERNÉTICA;404;SEGURANÇA PRIVADA;GRA-DEF-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;ENGENHARIA DE SOFTWARE;EAD - Ensino à Distância;48;610,34;29296,32;62;ENGENHARIA DE SOFTWARE;100;ENGENHARIA;GRA-ENG-POL-EAD;1;2;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EAD - Ensino à Distância;30;412,34;12370,2;218;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;536;TECNOLOGIA DA INFORMAÇÃO;GRA-GES-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;JOGOS DIGITAIS;EAD - Ensino à Distância;30;412,34;12370,2;131;JOGOS DIGITAIS;258;JOGOS DIGITAIS;GRA-JOG-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;SISTEMAS DE INFORMAÇÃO;EAD - Ensino à Distância;48;478,34;22960,32;243;SISTEMAS DE INFORMAÇÃO;528;SISTEMA DA INFORMAÇÃO;GRA-SIS-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;SISTEMAS PARA INTERNET;EAD - Ensino à Distância;30;412,34;12370,2;243;SISTEMAS PARA INTERNET;528;SISTEMA DA INFORMAÇÃO;GRA-SIS-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;CIÊNCIA DE DADOS;EAD - Ensino à Distância;30;412,34;12370,2;18;CIÊNCIA DE DADOS;20;BANCO DE DADOS;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;SEGURANÇA PÚBLICA;EAD - Ensino à Distância;24;412,34;9896,16;206;SEGURANÇA PÚBLICA;405;SEGURANÇA PÚBLICA;GRA-SEG-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;REDES DE COMPUTADORES;EAD - Ensino à Distância;30;412,34;12370,2;298;REDES DE COMPUTADORES;390;REDE DE COMPUTADORES;GRA-RED-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;MARKETING DIGITAL;EAD - Ensino à Distância;24;412,34;9896,16;35;MARKETING DIGITAL;497;COMUNICAÇÃO DIGITAL;GRA-MAR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;PSICOPEDAGOGIA;EAD - Ensino à Distância;48;478,34;22960,32;188;PSICOPEDAGOGIA;337;PSICOPEDAGOGIA;GRA-PSI-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;SERVIÇOS JURÍDICOS E NOTARIAIS;EAD - Ensino à Distância;24;412,34;9896,16;415;SERVIÇOS JURÍDICOS E NOTARIAIS;43;CIÊNCIAS JURÍDICAS;GRA-SER-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;EMPREENDEDORISMO;EAD - Ensino à Distância;24;412,34;9896,16;270;EMPREENDEDORISMO;502;EMPREENDEDORISMO;GRA-EMP-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;CIÊNCIAS POLÍTICAS;EAD - Ensino à Distância;48;412,34;19792,32;167;CIÊNCIAS POLÍTICAS;45;CIÊNCIAS POLÍTICAS;GRA-CIÊ-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO EM E-COMMERCE;EAD - Ensino à Distância;24;412,34;9896,16;243;GESTÃO EM E-COMMERCE;528;SISTEMA DA INFORMAÇÃO;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;PRODUÇÃO DE CONTEÚDO DIGITAL;EAD - Ensino à Distância;24;412,34;9896,16;35;PRODUÇÃO DE CONTEÚDO DIGITAL;497;COMUNICAÇÃO DIGITAL;GRA-PRO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO DE MÍDIAS DIGITAIS;EAD - Ensino à Distância;24;412,34;9896,16;180;GESTÃO DE MÍDIAS DIGITAIS;362;PRODUÇÃO MULTIMÍDIA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;CIÊNCIAS SOCIAIS;EAD - Ensino à Distância;48;478,34;22960,32;30;CIÊNCIAS SOCIAIS;46;CIÊNCIAS SOCIAIS;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO ASSESC;490;POLO PQ SAO LUCAS - SAO PAULO - SP;20518;GESTÃO DESPORTIVA E DE LAZER;EAD - Ensino à Distância;24;412,34;9896,16;109;GESTÃO DESPORTIVA E DE LAZER;198;GESTÃO DESPORTIVA E DE LAZER;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;ADMINISTRAÇÃO;EAD - Ensino à Distância;48;466,5;22392;1;ADMINISTRAÇÃO;1;ADMINISTRAÇÃO DE EMPRESAS;GRA-ADM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;ADMINISTRAÇÃO PÚBLICA;EAD - Ensino à Distância;48;466,5;22392;1;ADMINISTRAÇÃO PÚBLICA;1;ADMINISTRAÇÃO DE EMPRESAS;GRA-ADM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EAD - Ensino à Distância;30;411,83;12354,9;320;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;657;ANÁLISE DE SISTEMAS ORIENTADOS A OBJETOS;GRA-ANÁ-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;ARTES VISUAIS;EAD - Ensino à Distância;48;411,83;19767,84;12;ARTES VISUAIS;16;ARTES VISUAIS;GRA-ART-POL-EAD;1;8;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;BANCO DE DADOS;EAD - Ensino à Distância;30;411,83;12354,9;18;BANCO DE DADOS;20;BANCO DE DADOS;GRA-BAN-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;CIÊNCIAS DA COMPUTAÇÃO;EAD - Ensino à Distância;48;635;30480;29;CIÊNCIAS DA COMPUTAÇÃO;40;CIÊNCIAS EXATAS;GRA-CIÊ-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;CIÊNCIA DE DADOS;EAD - Ensino à Distância;30;411,83;12354,9;18;CIÊNCIA DE DADOS;20;BANCO DE DADOS;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;CIÊNCIAS CONTÁBEIS;EAD - Ensino à Distância;48;466,5;22392;44;CIÊNCIAS CONTÁBEIS;38;CIÊNCIAS CONTÁBEIS;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;CIÊNCIAS DA NATUREZA;EAD - Ensino à Distância;36;411,83;14825,88;21;CIÊNCIAS DA NATUREZA;24;BIOLOGIA;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;CIÊNCIAS ECONÔMICAS;EAD - Ensino à Distância;48;466,5;22392;53;CIÊNCIAS ECONÔMICAS;82;ECONOMIA;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;CIÊNCIAS EXATAS;EAD - Ensino à Distância;36;330;11880;29;CIÊNCIAS EXATAS;40;CIÊNCIAS EXATAS;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;CIÊNCIAS HUMANAS;EAD - Ensino à Distância;36;466,5;16794;21;CIÊNCIAS HUMANAS;24;BIOLOGIA;GRA-CIÊ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;COMÉRCIO EXTERIOR;EAD - Ensino à Distância;24;411,83;9883,92;33;COMÉRCIO EXTERIOR;50;COMÉRCIO EXTERIOR;GRA-COM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;COMPUTAÇÃO - LICENCIATURA;EAD - Ensino à Distância;48;411,83;19767,84;29;COMPUTAÇÃO - LICENCIATURA;40;CIÊNCIAS EXATAS;GRA-COM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;COMUNICAÇÃO INSTITUCIONAL;EAD - Ensino à Distância;24;411,83;9883,92;37;COMUNICAÇÃO INSTITUCIONAL;55;COMUNICAÇÃO INSTITUCIONAL;GRA-COM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;COZINHA CONTEMPORÂNEA;EAD - Ensino à Distância;24;635;15240;79;COZINHA CONTEMPORÂNEA;149;GASTRONOMIA;GRA-COZ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;DEFESA CIBERNÉTICA;EAD - Ensino à Distância;30;411,83;12354,9;205;DEFESA CIBERNÉTICA;404;SEGURANÇA PRIVADA;GRA-DEF-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;ENGENHARIA DE SOFTWARE;EAD - Ensino à Distância;48;635;30480;62;ENGENHARIA DE SOFTWARE;100;ENGENHARIA;GRA-ENG-POL-EAD;1;2;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;FILOSOFIA - LICENCIATURA;EAD - Ensino à Distância;48;411,83;19767,84;71;FILOSOFIA - LICENCIATURA;141;FILOSOFIA;GRA-FIL-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GEOGRAFIA - LICENCIATURA;EAD - Ensino à Distância;48;411,83;19767,84;80;GEOGRAFIA - LICENCIATURA;150;GEOGRAFIA;GRA-GEO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GEOGRAFIA - BACHARELADO;EAD - Ensino à Distância;36;411,83;14825,88;80;GEOGRAFIA - BACHARELADO;150;GEOGRAFIA;GRA-GEO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GEOGRAFIA - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;411,83;7412,94;80;GEOGRAFIA - SEGUNDA LICENCIATURA;150;GEOGRAFIA;GRA-GEO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GERONTOLOGIA - BEM ESTAR E EDUCAÇÃO;EAD - Ensino à Distância;24;411,83;9883,92;292;GERONTOLOGIA - BEM ESTAR E EDUCAÇÃO;630;GERONTOLOGIA;GRA-GER-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO AMBIENTAL;EAD - Ensino à Distância;24;411,83;9883,92;82;GESTÃO AMBIENTAL;153;GESTÃO AMBIENTAL;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO COMERCIAL;EAD - Ensino à Distância;24;411,83;9883,92;84;GESTÃO COMERCIAL;155;GESTÃO COMERCIAL;GRA-GES-POL-EAD;1;8;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO DA QUALIDADE;EAD - Ensino à Distância;24;411,83;9883,92;99;GESTÃO DA QUALIDADE;182;GESTÃO DE QUALIDADE;GRA-GES-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EAD - Ensino à Distância;30;411,83;12354,9;218;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;536;TECNOLOGIA DA INFORMAÇÃO;GRA-GES-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO DA PRODUÇÃO INDUSTRIAL;EAD - Ensino à Distância;36;466,5;16794;120;GESTÃO DA PRODUÇÃO INDUSTRIAL;218;GESTÃO INDUSTRIAL;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO DE RECURSOS HUMANOS;EAD - Ensino à Distância;24;411,83;9883,92;195;GESTÃO DE RECURSOS HUMANOS;389;RECURSOS HUMANOS;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO DE SEGURANÇA PRIVADA;EAD - Ensino à Distância;24;411,83;9883,92;205;GESTÃO DE SEGURANÇA PRIVADA;404;SEGURANÇA PRIVADA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO DE TURISMO;EAD - Ensino à Distância;24;411,83;9883,92;107;GESTÃO DE TURISMO;195;GESTÃO DE TURISMO;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO E EMPREENDEDORISMO;EAD - Ensino à Distância;48;411,83;19767,84;115;GESTÃO E EMPREENDEDORISMO;211;GESTÃO EMPREENDEDORA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO FINANCEIRA;EAD - Ensino à Distância;24;411,83;9883,92;364;GESTÃO FINANCEIRA;699;GESTÃO FINANCEIRA, AUDITORIA E CONTROLADORIA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PQ SÃO PAULO - CASCAVEL - PR;20519;GESTÃO HOSPITALAR;EAD - Ensino à Distância;36;411,83;14825,88;118;GESTÃO HOSPITALAR;216;GESTÃO HOSPITALAR;GRA-GES-POL-EAD;1;7;189;;;"";"";
